01f493d4-229d-47a6-baa8-32a342c65d01	CFL1
01f493d4-229d-47a6-baa8-32a342c65d01	CNTNAP4
01f493d4-229d-47a6-baa8-32a342c65d01	CRB1
01f493d4-229d-47a6-baa8-32a342c65d01	CRYZ
01f493d4-229d-47a6-baa8-32a342c65d01	CYSLTR2
01f493d4-229d-47a6-baa8-32a342c65d01	DLC1
01f493d4-229d-47a6-baa8-32a342c65d01	DNAH2
01f493d4-229d-47a6-baa8-32a342c65d01	DNAJA3
01f493d4-229d-47a6-baa8-32a342c65d01	DPP10
01f493d4-229d-47a6-baa8-32a342c65d01	EHBP1L1
01f493d4-229d-47a6-baa8-32a342c65d01	EIF2AK3
01f493d4-229d-47a6-baa8-32a342c65d01	ELOVL4
01f493d4-229d-47a6-baa8-32a342c65d01	EMILIN2
01f493d4-229d-47a6-baa8-32a342c65d01	FADS2
01f493d4-229d-47a6-baa8-32a342c65d01	FAT4
01f493d4-229d-47a6-baa8-32a342c65d01	FOCAD
01f493d4-229d-47a6-baa8-32a342c65d01	GPR32
01f493d4-229d-47a6-baa8-32a342c65d01	GRIK3
01f493d4-229d-47a6-baa8-32a342c65d01	HECTD3
01f493d4-229d-47a6-baa8-32a342c65d01	HYAL4
01f493d4-229d-47a6-baa8-32a342c65d01	IL1RAPL2
01f493d4-229d-47a6-baa8-32a342c65d01	INPP4B
01f493d4-229d-47a6-baa8-32a342c65d01	KCNA2
01f493d4-229d-47a6-baa8-32a342c65d01	KIFC3
01f493d4-229d-47a6-baa8-32a342c65d01	KRT222
01f493d4-229d-47a6-baa8-32a342c65d01	LHCGR
01f493d4-229d-47a6-baa8-32a342c65d01	LRP2
01f493d4-229d-47a6-baa8-32a342c65d01	LRRC4C
01f493d4-229d-47a6-baa8-32a342c65d01	LTN1
01f493d4-229d-47a6-baa8-32a342c65d01	MCAM
01f493d4-229d-47a6-baa8-32a342c65d01	MS4A10
01f493d4-229d-47a6-baa8-32a342c65d01	NCOA3
01f493d4-229d-47a6-baa8-32a342c65d01	OR4A5
01f493d4-229d-47a6-baa8-32a342c65d01	OR5M11
01f493d4-229d-47a6-baa8-32a342c65d01	OR7D2
01f493d4-229d-47a6-baa8-32a342c65d01	OSBPL3
01f493d4-229d-47a6-baa8-32a342c65d01	PKD2L1
01f493d4-229d-47a6-baa8-32a342c65d01	PRAMEF18
01f493d4-229d-47a6-baa8-32a342c65d01	PRICKLE1
01f493d4-229d-47a6-baa8-32a342c65d01	PXDNL
01f493d4-229d-47a6-baa8-32a342c65d01	R3HDML
01f493d4-229d-47a6-baa8-32a342c65d01	RLIM
01f493d4-229d-47a6-baa8-32a342c65d01	RNF175
01f493d4-229d-47a6-baa8-32a342c65d01	RYR3
01f493d4-229d-47a6-baa8-32a342c65d01	SCARA5
01f493d4-229d-47a6-baa8-32a342c65d01	SEMA3D
01f493d4-229d-47a6-baa8-32a342c65d01	SF3B1
01f493d4-229d-47a6-baa8-32a342c65d01	SPTBN1
01f493d4-229d-47a6-baa8-32a342c65d01	SRRM2
01f493d4-229d-47a6-baa8-32a342c65d01	SRSF4
01f493d4-229d-47a6-baa8-32a342c65d01	ST6GALNAC5
01f493d4-229d-47a6-baa8-32a342c65d01	TNN
01f493d4-229d-47a6-baa8-32a342c65d01	TP53
01f493d4-229d-47a6-baa8-32a342c65d01	TTN
01f493d4-229d-47a6-baa8-32a342c65d01	UGT3A1
01f493d4-229d-47a6-baa8-32a342c65d01	VWF
01f493d4-229d-47a6-baa8-32a342c65d01	ZKSCAN8
01f493d4-229d-47a6-baa8-32a342c65d01	ZNF214
01f493d4-229d-47a6-baa8-32a342c65d01	ZNF583
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ABCA1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ABCA13
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ABLIM3
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ACRBP
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ADAMTS19
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ALPL
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ANKRD30A
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	APC
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ARHGAP31
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ARHGAP39
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ARHGEF6
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ATP10A
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	ATP8B2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	B2M
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	BANP
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	BAZ1A
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	BICDL1
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	BNC2
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	C1D
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CACNA1E
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CARD6
022f39e9-57ee-4b2b-8b3a-8929e3d69a37	CARD9
