Gene	COAD_cases	COAD_percent	READ_cases	READ_percent	Total_cases	Overall_percent
ESRRA	3	0.700935	3	1.93548	6	1.02916
ETF1	4	0.934579	2	1.29032	6	1.02916
ETFA	5	1.16822	1	0.645161	6	1.02916
EVA1A	4	0.934579	2	1.29032	6	1.02916
EXOC3L1	6	1.40187	0	0	6	1.02916
EXOC7	5	1.16822	1	0.645161	6	1.02916
EXOSC5	6	1.40187	0	0	6	1.02916
EXOSC8	5	1.16822	1	0.645161	6	1.02916
EZR	5	1.16822	1	0.645161	6	1.02916
F11R	6	1.40187	0	0	6	1.02916
F3	3	0.700935	3	1.93548	6	1.02916
FAH	4	0.934579	2	1.29032	6	1.02916
FAM110C	6	1.40187	0	0	6	1.02916
FAM111A	5	1.16822	1	0.645161	6	1.02916
FAM133B	5	1.16822	1	0.645161	6	1.02916
FAM166A	6	1.40187	0	0	6	1.02916
FAM167A	4	0.934579	2	1.29032	6	1.02916
FAM168B	5	1.16822	1	0.645161	6	1.02916
FAM184B	6	1.40187	0	0	6	1.02916
FAM187B	5	1.16822	1	0.645161	6	1.02916
FAM204A	5	1.16822	1	0.645161	6	1.02916
FAM209B	5	1.16822	1	0.645161	6	1.02916
FAM81A	4	0.934579	2	1.29032	6	1.02916
FANCE	6	1.40187	0	0	6	1.02916
FBLN5	4	0.934579	2	1.29032	6	1.02916
FBXO3	5	1.16822	1	0.645161	6	1.02916
FBXW4	5	1.16822	1	0.645161	6	1.02916
FCAR	5	1.16822	1	0.645161	6	1.02916
FCER2	3	0.700935	3	1.93548	6	1.02916
FCGR3A	4	0.934579	2	1.29032	6	1.02916
FCMR	5	1.16822	1	0.645161	6	1.02916
FCRL6	5	1.16822	1	0.645161	6	1.02916
FEZ2	4	0.934579	2	1.29032	6	1.02916
FFAR2	4	0.934579	2	1.29032	6	1.02916
FGF3	5	1.16822	1	0.645161	6	1.02916
FGFR3	6	1.40187	0	0	6	1.02916
FGFR4	5	1.16822	1	0.645161	6	1.02916
FKBP11	3	0.700935	3	1.93548	6	1.02916
FKBP14	3	0.700935	3	1.93548	6	1.02916
FKBP5	4	0.934579	2	1.29032	6	1.02916
FN3K	4	0.934579	2	1.29032	6	1.02916
FNDC4	6	1.40187	0	0	6	1.02916
FNDC8	5	1.16822	1	0.645161	6	1.02916
FNTA	6	1.40187	0	0	6	1.02916
FOLR1	5	1.16822	1	0.645161	6	1.02916
FOS	4	0.934579	2	1.29032	6	1.02916
FOXJ2	4	0.934579	2	1.29032	6	1.02916
FOXL2	6	1.40187	0	0	6	1.02916
FOXP3	4	0.934579	2	1.29032	6	1.02916
FPR2	5	1.16822	1	0.645161	6	1.02916
FRA10AC1	3	0.700935	3	1.93548	6	1.02916
FRG2	5	1.16822	1	0.645161	6	1.02916
FRS2	3	0.700935	3	1.93548	6	1.02916
FRZB	4	0.934579	2	1.29032	6	1.02916
FSCN1	6	1.40187	0	0	6	1.02916
FTCD	5	1.16822	1	0.645161	6	1.02916
FTHL17	4	0.934579	2	1.29032	6	1.02916
FTSJ1	6	1.40187	0	0	6	1.02916
FZD4	4	0.934579	2	1.29032	6	1.02916
FZD8	6	1.40187	0	0	6	1.02916
GAB2	6	1.40187	0	0	6	1.02916
GABPB1	4	0.934579	2	1.29032	6	1.02916
GABPB2	4	0.934579	2	1.29032	6	1.02916
GADL1	5	1.16822	1	0.645161	6	1.02916
GALC	5	1.16822	1	0.645161	6	1.02916
GALM	5	1.16822	1	0.645161	6	1.02916
GATA5	5	1.16822	1	0.645161	6	1.02916
GCNT3	4	0.934579	2	1.29032	6	1.02916
GDI2	6	1.40187	0	0	6	1.02916
GFAP	5	1.16822	1	0.645161	6	1.02916
GFOD2	5	1.16822	1	0.645161	6	1.02916
GGPS1	4	0.934579	2	1.29032	6	1.02916
GHDC	4	0.934579	2	1.29032	6	1.02916
GHITM	5	1.16822	1	0.645161	6	1.02916
GIPC2	3	0.700935	3	1.93548	6	1.02916
GIT1	6	1.40187	0	0	6	1.02916
GK	5	1.16822	1	0.645161	6	1.02916
GLIS1	5	1.16822	1	0.645161	6	1.02916
GLS2	5	1.16822	1	0.645161	6	1.02916
GLUL	4	0.934579	2	1.29032	6	1.02916
GMCL1	4	0.934579	2	1.29032	6	1.02916
GMPR2	4	0.934579	2	1.29032	6	1.02916
GNA11	6	1.40187	0	0	6	1.02916
GNA15	4	0.934579	2	1.29032	6	1.02916
GNAI1	4	0.934579	2	1.29032	6	1.02916
GNAL	4	0.934579	2	1.29032	6	1.02916
GNAT2	4	0.934579	2	1.29032	6	1.02916
GNAT3	5	1.16822	1	0.645161	6	1.02916
GNB1	4	0.934579	2	1.29032	6	1.02916
GNB3	6	1.40187	0	0	6	1.02916
GNG11	3	0.700935	3	1.93548	6	1.02916
GPAA1	5	1.16822	1	0.645161	6	1.02916
GPANK1	6	1.40187	0	0	6	1.02916
GPAT4	5	1.16822	1	0.645161	6	1.02916
GPD1L	5	1.16822	1	0.645161	6	1.02916
GPER1	6	1.40187	0	0	6	1.02916
GPR132	5	1.16822	1	0.645161	6	1.02916
GPR143	5	1.16822	1	0.645161	6	1.02916
GPR151	6	1.40187	0	0	6	1.02916
GPR153	6	1.40187	0	0	6	1.02916
GPR157	4	0.934579	2	1.29032	6	1.02916
GPR42	6	1.40187	0	0	6	1.02916
GPR63	4	0.934579	2	1.29032	6	1.02916
GPR88	6	1.40187	0	0	6	1.02916
GRHL1	4	0.934579	2	1.29032	6	1.02916
GRK7	3	0.700935	3	1.93548	6	1.02916
GSR	6	1.40187	0	0	6	1.02916
GSTA3	5	1.16822	1	0.645161	6	1.02916
GSTM4	5	1.16822	1	0.645161	6	1.02916
GSTM5	5	1.16822	1	0.645161	6	1.02916
GTF3C4	3	0.700935	3	1.93548	6	1.02916
GTPBP1	5	1.16822	1	0.645161	6	1.02916
GTPBP2	5	1.16822	1	0.645161	6	1.02916
GZMH	5	1.16822	1	0.645161	6	1.02916
H2BC14	2	0.46729	4	2.58065	6	1.02916
H2BC3	3	0.700935	3	1.93548	6	1.02916
H3-5	5	1.16822	1	0.645161	6	1.02916
HAO2	3	0.700935	3	1.93548	6	1.02916
HAS3	5	1.16822	1	0.645161	6	1.02916
HAUS1	5	1.16822	1	0.645161	6	1.02916
HBP1	4	0.934579	2	1.29032	6	1.02916
HCAR3	6	1.40187	0	0	6	1.02916
HDAC1	5	1.16822	1	0.645161	6	1.02916
HDAC3	5	1.16822	1	0.645161	6	1.02916
HDAC8	4	0.934579	2	1.29032	6	1.02916
HENMT1	5	1.16822	1	0.645161	6	1.02916
HEPACAM	6	1.40187	0	0	6	1.02916
HGD	6	1.40187	0	0	6	1.02916
HHLA2	5	1.16822	1	0.645161	6	1.02916
HIC1	6	1.40187	0	0	6	1.02916
HIF1AN	3	0.700935	3	1.93548	6	1.02916
HINFP	6	1.40187	0	0	6	1.02916
HLA-DOA	3	0.700935	3	1.93548	6	1.02916
HLA-DPB1	5	1.16822	1	0.645161	6	1.02916
HLA-DQB1	3	0.700935	3	1.93548	6	1.02916
HMGN5	5	1.16822	1	0.645161	6	1.02916
HNRNPA1	6	1.40187	0	0	6	1.02916
HNRNPA2B1	6	1.40187	0	0	6	1.02916
HNRNPCL1	6	1.40187	0	0	6	1.02916
HNRNPU	6	1.40187	0	0	6	1.02916
HOGA1	5	1.16822	1	0.645161	6	1.02916
HOMER2	6	1.40187	0	0	6	1.02916
HOMER3	6	1.40187	0	0	6	1.02916
HOXA7	5	1.16822	1	0.645161	6	1.02916
HOXB1	4	0.934579	2	1.29032	6	1.02916
HOXB13	3	0.700935	3	1.93548	6	1.02916
HOXC4	5	1.16822	1	0.645161	6	1.02916
HOXD11	5	1.16822	1	0.645161	6	1.02916
HPD	3	0.700935	3	1.93548	6	1.02916
HPN	6	1.40187	0	0	6	1.02916
HPR	5	1.16822	1	0.645161	6	1.02916
HPX	6	1.40187	0	0	6	1.02916
HRH3	6	1.40187	0	0	6	1.02916
HS1BP3	5	1.16822	1	0.645161	6	1.02916
HS3ST3A1	5	1.16822	1	0.645161	6	1.02916
HSCB	4	0.934579	2	1.29032	6	1.02916
HSD17B10	4	0.934579	2	1.29032	6	1.02916
HSD17B3	3	0.700935	3	1.93548	6	1.02916
HSD17B6	5	1.16822	1	0.645161	6	1.02916
HSF1	6	1.40187	0	0	6	1.02916
HSPA12B	6	1.40187	0	0	6	1.02916
HSPA14	4	0.934579	2	1.29032	6	1.02916
HSPBAP1	5	1.16822	1	0.645161	6	1.02916
HTRA2	6	1.40187	0	0	6	1.02916
HYAL1	5	1.16822	1	0.645161	6	1.02916
IDH3A	4	0.934579	2	1.29032	6	1.02916
IDI2	6	1.40187	0	0	6	1.02916
IDS	6	1.40187	0	0	6	1.02916
IFI27L2	3	0.700935	3	1.93548	6	1.02916
IFI35	6	1.40187	0	0	6	1.02916
IFIT3	4	0.934579	2	1.29032	6	1.02916
IFNA10	2	0.46729	4	2.58065	6	1.02916
IFNA13	6	1.40187	0	0	6	1.02916
IFNA4	5	1.16822	1	0.645161	6	1.02916
IFNGR1	4	0.934579	2	1.29032	6	1.02916
IFRD1	4	0.934579	2	1.29032	6	1.02916
IFT57	5	1.16822	1	0.645161	6	1.02916
IGF1	5	1.16822	1	0.645161	6	1.02916
IGFBP4	6	1.40187	0	0	6	1.02916
IGHA1	6	1.40187	0	0	6	1.02916
IGHV2-70	3	0.700935	3	1.93548	6	1.02916
IGKV1D-8	5	1.16822	1	0.645161	6	1.02916
IGLON5	5	1.16822	1	0.645161	6	1.02916
IKZF5	5	1.16822	1	0.645161	6	1.02916
IL13RA1	5	1.16822	1	0.645161	6	1.02916
IL17REL	5	1.16822	1	0.645161	6	1.02916
IL24	5	1.16822	1	0.645161	6	1.02916
IL4R	6	1.40187	0	0	6	1.02916
IL6R	6	1.40187	0	0	6	1.02916
ILK	5	1.16822	1	0.645161	6	1.02916
IMMP2L	5	1.16822	1	0.645161	6	1.02916
IMPACT	4	0.934579	2	1.29032	6	1.02916
ING2	4	0.934579	2	1.29032	6	1.02916
ING5	6	1.40187	0	0	6	1.02916
INHBC	4	0.934579	2	1.29032	6	1.02916
INPP1	6	1.40187	0	0	6	1.02916
INSYN1	6	1.40187	0	0	6	1.02916
IQCG	5	1.16822	1	0.645161	6	1.02916
IRAG2	4	0.934579	2	1.29032	6	1.02916
IRAK1	6	1.40187	0	0	6	1.02916
IRX4	6	1.40187	0	0	6	1.02916
ITM2A	4	0.934579	2	1.29032	6	1.02916
ITPRIPL2	6	1.40187	0	0	6	1.02916
IYD	6	1.40187	0	0	6	1.02916
JMJD6	5	1.16822	1	0.645161	6	1.02916
JPH4	6	1.40187	0	0	6	1.02916
JUNB	4	0.934579	2	1.29032	6	1.02916
KASH5	5	1.16822	1	0.645161	6	1.02916
KAT8	5	1.16822	1	0.645161	6	1.02916
KCNIP2	5	1.16822	1	0.645161	6	1.02916
KCNJ15	5	1.16822	1	0.645161	6	1.02916
KCNJ9	6	1.40187	0	0	6	1.02916
KCNK3	6	1.40187	0	0	6	1.02916
KCNK7	5	1.16822	1	0.645161	6	1.02916
KCNMB4	5	1.16822	1	0.645161	6	1.02916
KCTD1	5	1.16822	1	0.645161	6	1.02916
KCTD12	5	1.16822	1	0.645161	6	1.02916
KCTD13	6	1.40187	0	0	6	1.02916
KCTD14	5	1.16822	1	0.645161	6	1.02916
KCTD4	3	0.700935	3	1.93548	6	1.02916
KDELR1	6	1.40187	0	0	6	1.02916
KDM5D	4	0.934579	2	1.29032	6	1.02916
KDM8	4	0.934579	2	1.29032	6	1.02916
KEAP1	6	1.40187	0	0	6	1.02916
KIN	4	0.934579	2	1.29032	6	1.02916
KLF12	4	0.934579	2	1.29032	6	1.02916
KLF15	5	1.16822	1	0.645161	6	1.02916
KLHDC8A	6	1.40187	0	0	6	1.02916
KLHL2	3	0.700935	3	1.93548	6	1.02916
KLK9	6	1.40187	0	0	6	1.02916
KLRD1	5	1.16822	1	0.645161	6	1.02916
KRBA2	4	0.934579	2	1.29032	6	1.02916
KRT13	6	1.40187	0	0	6	1.02916
KRT18	6	1.40187	0	0	6	1.02916
KRT24	3	0.700935	3	1.93548	6	1.02916
KRT81	5	1.16822	1	0.645161	6	1.02916
KRT83	5	1.16822	1	0.645161	6	1.02916
KRTAP12-1	6	1.40187	0	0	6	1.02916
KRTAP13-1	6	1.40187	0	0	6	1.02916
KRTAP4-3	6	1.40187	0	0	6	1.02916
LACRT	5	1.16822	1	0.645161	6	1.02916
LAMP5	3	0.700935	3	1.93548	6	1.02916
LAYN	4	0.934579	2	1.29032	6	1.02916
LBH	6	1.40187	0	0	6	1.02916
LCAT	5	1.16822	1	0.645161	6	1.02916
LCLAT1	5	1.16822	1	0.645161	6	1.02916
LDHC	5	1.16822	1	0.645161	6	1.02916
LEPROTL1	6	1.40187	0	0	6	1.02916
LETM2	4	0.934579	2	1.29032	6	1.02916
LGALS13	5	1.16822	1	0.645161	6	1.02916
LGALS14	4	0.934579	2	1.29032	6	1.02916
LHFPL3	6	1.40187	0	0	6	1.02916
LIN7A	6	1.40187	0	0	6	1.02916
LINGO3	6	1.40187	0	0	6	1.02916
LLGL1	6	1.40187	0	0	6	1.02916
LMAN2	4	0.934579	2	1.29032	6	1.02916
LNP1	5	1.16822	1	0.645161	6	1.02916
LPAR5	6	1.40187	0	0	6	1.02916
LPGAT1	3	0.700935	3	1.93548	6	1.02916
LRFN1	4	0.934579	2	1.29032	6	1.02916
LRR1	5	1.16822	1	0.645161	6	1.02916
LRRC14	5	1.16822	1	0.645161	6	1.02916
LRRC23	5	1.16822	1	0.645161	6	1.02916
LRRC27	6	1.40187	0	0	6	1.02916
LRRC3B	5	1.16822	1	0.645161	6	1.02916
LRRC45	6	1.40187	0	0	6	1.02916
LRRC8B	5	1.16822	1	0.645161	6	1.02916
LURAP1	5	1.16822	1	0.645161	6	1.02916
LY6G6F-LY6G6D	6	1.40187	0	0	6	1.02916
LY96	6	1.40187	0	0	6	1.02916
LYG1	6	1.40187	0	0	6	1.02916
LYSMD3	3	0.700935	3	1.93548	6	1.02916
LZTFL1	4	0.934579	2	1.29032	6	1.02916
MACIR	5	1.16822	1	0.645161	6	1.02916
MAGEA10	5	1.16822	1	0.645161	6	1.02916
MAGEB1	6	1.40187	0	0	6	1.02916
MANEA	5	1.16822	1	0.645161	6	1.02916
MAP2K5	4	0.934579	2	1.29032	6	1.02916
MAPK14	5	1.16822	1	0.645161	6	1.02916
MAPK4	6	1.40187	0	0	6	1.02916
MAPKAP1	6	1.40187	0	0	6	1.02916
MBD2	4	0.934579	2	1.29032	6	1.02916
MBP	6	1.40187	0	0	6	1.02916
MC1R	4	0.934579	2	1.29032	6	1.02916
MC5R	4	0.934579	2	1.29032	6	1.02916
MCEE	4	0.934579	2	1.29032	6	1.02916
MCTS1	5	1.16822	1	0.645161	6	1.02916
MDM2	5	1.16822	1	0.645161	6	1.02916
METAP1D	6	1.40187	0	0	6	1.02916
METTL21C	4	0.934579	2	1.29032	6	1.02916
MFSD10	5	1.16822	1	0.645161	6	1.02916
MGST1	4	0.934579	2	1.29032	6	1.02916
MINDY3	4	0.934579	2	1.29032	6	1.02916
MIP	5	1.16822	1	0.645161	6	1.02916
MISP	6	1.40187	0	0	6	1.02916
MKNK2	6	1.40187	0	0	6	1.02916
MKRN1	5	1.16822	1	0.645161	6	1.02916
MLEC	6	1.40187	0	0	6	1.02916
MLF1	4	0.934579	2	1.29032	6	1.02916
MLPH	5	1.16822	1	0.645161	6	1.02916
MMADHC	5	1.16822	1	0.645161	6	1.02916
MMP1	4	0.934579	2	1.29032	6	1.02916
MMP14	4	0.934579	2	1.29032	6	1.02916
MMP17	6	1.40187	0	0	6	1.02916
MMP20	4	0.934579	2	1.29032	6	1.02916
MMP28	6	1.40187	0	0	6	1.02916
MMP8	6	1.40187	0	0	6	1.02916
MNAT1	6	1.40187	0	0	6	1.02916
MOGAT2	6	1.40187	0	0	6	1.02916
MON1A	6	1.40187	0	0	6	1.02916
MORN3	5	1.16822	1	0.645161	6	1.02916
MOSPD2	3	0.700935	3	1.93548	6	1.02916
MPPE1	5	1.16822	1	0.645161	6	1.02916
MRI1	5	1.16822	1	0.645161	6	1.02916
MRNIP	6	1.40187	0	0	6	1.02916
MRPL1	4	0.934579	2	1.29032	6	1.02916
MRPL13	4	0.934579	2	1.29032	6	1.02916
MRPL16	6	1.40187	0	0	6	1.02916
MRPL2	6	1.40187	0	0	6	1.02916
MRPL38	5	1.16822	1	0.645161	6	1.02916
MRPS2	5	1.16822	1	0.645161	6	1.02916
MRPS31	4	0.934579	2	1.29032	6	1.02916
MRPS9	6	1.40187	0	0	6	1.02916
MS4A15	5	1.16822	1	0.645161	6	1.02916
MS4A2	3	0.700935	3	1.93548	6	1.02916
MS4A8	5	1.16822	1	0.645161	6	1.02916
MSRB3	4	0.934579	2	1.29032	6	1.02916
MSX1	6	1.40187	0	0	6	1.02916
MTF1	5	1.16822	1	0.645161	6	1.02916
MTFR1	4	0.934579	2	1.29032	6	1.02916
MTFR2	5	1.16822	1	0.645161	6	1.02916
MXD1	3	0.700935	3	1.93548	6	1.02916
MYCL	6	1.40187	0	0	6	1.02916
MYLK2	6	1.40187	0	0	6	1.02916
MYLK4	5	1.16822	1	0.645161	6	1.02916
MYOZ3	5	1.16822	1	0.645161	6	1.02916
N4BP2L1	3	0.700935	3	1.93548	6	1.02916
NAGK	6	1.40187	0	0	6	1.02916
NAGLU	5	1.16822	1	0.645161	6	1.02916
NAGS	5	1.16822	1	0.645161	6	1.02916
NAP1L4	3	0.700935	3	1.93548	6	1.02916
NAPA	4	0.934579	2	1.29032	6	1.02916
NCBP2L	4	0.934579	2	1.29032	6	1.02916
NDUFV1	5	1.16822	1	0.645161	6	1.02916
NECTIN4	4	0.934579	2	1.29032	6	1.02916
NEK9	6	1.40187	0	0	6	1.02916
NEU2	5	1.16822	1	0.645161	6	1.02916
NEUROG1	5	1.16822	1	0.645161	6	1.02916
NFIX	4	0.934579	2	1.29032	6	1.02916
NFS1	6	1.40187	0	0	6	1.02916
NFYA	4	0.934579	2	1.29032	6	1.02916
NFYC	5	1.16822	1	0.645161	6	1.02916
NGRN	3	0.700935	3	1.93548	6	1.02916
NKAIN3	5	1.16822	1	0.645161	6	1.02916
NKX3-1	5	1.16822	1	0.645161	6	1.02916
NLGN2	4	0.934579	2	1.29032	6	1.02916
NME7	4	0.934579	2	1.29032	6	1.02916
NMNAT2	5	1.16822	1	0.645161	6	1.02916
NMT2	4	0.934579	2	1.29032	6	1.02916
NMUR1	6	1.40187	0	0	6	1.02916
NOVA2	3	0.700935	3	1.93548	6	1.02916
NOX1	5	1.16822	1	0.645161	6	1.02916
NOXO1	5	1.16822	1	0.645161	6	1.02916
NPAS1	6	1.40187	0	0	6	1.02916
NPEPPS	5	1.16822	1	0.645161	6	1.02916
NPFFR1	5	1.16822	1	0.645161	6	1.02916
NPY4R	3	0.700935	3	1.93548	6	1.02916
NR1I3	5	1.16822	1	0.645161	6	1.02916
NRBF2	5	1.16822	1	0.645161	6	1.02916
NRG2	4	0.934579	2	1.29032	6	1.02916
NSMF	4	0.934579	2	1.29032	6	1.02916
NSUN3	4	0.934579	2	1.29032	6	1.02916
NT5C3B	6	1.40187	0	0	6	1.02916
NT5E	5	1.16822	1	0.645161	6	1.02916
NUBP1	4	0.934579	2	1.29032	6	1.02916
NUDC	5	1.16822	1	0.645161	6	1.02916
NUDT18	6	1.40187	0	0	6	1.02916
NUMBL	6	1.40187	0	0	6	1.02916
NUP85	5	1.16822	1	0.645161	6	1.02916
NUS1	4	0.934579	2	1.29032	6	1.02916
NUTM2A	6	1.40187	0	0	6	1.02916
NXPH3	5	1.16822	1	0.645161	6	1.02916
OCIAD1	6	1.40187	0	0	6	1.02916
OCLN	4	0.934579	2	1.29032	6	1.02916
ODF3	5	1.16822	1	0.645161	6	1.02916
ODR4	5	1.16822	1	0.645161	6	1.02916
OGFR	5	1.16822	1	0.645161	6	1.02916
OMA1	4	0.934579	2	1.29032	6	1.02916
OPHN1	5	1.16822	1	0.645161	6	1.02916
OR10A2	4	0.934579	2	1.29032	6	1.02916
OR10A4	5	1.16822	1	0.645161	6	1.02916
OR11H12	4	0.934579	2	1.29032	6	1.02916
OR11H4	4	0.934579	2	1.29032	6	1.02916
OR11L1	6	1.40187	0	0	6	1.02916
OR13A1	6	1.40187	0	0	6	1.02916
OR13C5	5	1.16822	1	0.645161	6	1.02916
OR13J1	6	1.40187	0	0	6	1.02916
OR14J1	4	0.934579	2	1.29032	6	1.02916
OR1I1	4	0.934579	2	1.29032	6	1.02916
OR1L6	4	0.934579	2	1.29032	6	1.02916
OR1N1	5	1.16822	1	0.645161	6	1.02916
OR1Q1	4	0.934579	2	1.29032	6	1.02916
OR2A12	6	1.40187	0	0	6	1.02916
OR2A25	4	0.934579	2	1.29032	6	1.02916
OR2A4	5	1.16822	1	0.645161	6	1.02916
OR2H2	6	1.40187	0	0	6	1.02916
OR2T3	5	1.16822	1	0.645161	6	1.02916
OR2T35	5	1.16822	1	0.645161	6	1.02916
OR2Z1	6	1.40187	0	0	6	1.02916
OR4D11	5	1.16822	1	0.645161	6	1.02916
OR4F15	3	0.700935	3	1.93548	6	1.02916
OR4K13	5	1.16822	1	0.645161	6	1.02916
OR4K17	5	1.16822	1	0.645161	6	1.02916
OR4L1	3	0.700935	3	1.93548	6	1.02916
OR4S2	5	1.16822	1	0.645161	6	1.02916
OR51F1	4	0.934579	2	1.29032	6	1.02916
OR52K1	6	1.40187	0	0	6	1.02916
OR52M1	5	1.16822	1	0.645161	6	1.02916
OR52N2	4	0.934579	2	1.29032	6	1.02916
OR52R1	5	1.16822	1	0.645161	6	1.02916
OR5B17	6	1.40187	0	0	6	1.02916
OR5J2	5	1.16822	1	0.645161	6	1.02916
OR5M10	3	0.700935	3	1.93548	6	1.02916
OR5P2	5	1.16822	1	0.645161	6	1.02916
OR6C2	4	0.934579	2	1.29032	6	1.02916
OR6C4	5	1.16822	1	0.645161	6	1.02916
OR6C74	4	0.934579	2	1.29032	6	1.02916
OR6X1	5	1.16822	1	0.645161	6	1.02916
OR8B3	5	1.16822	1	0.645161	6	1.02916
OR8D4	5	1.16822	1	0.645161	6	1.02916
OR9Q1	5	1.16822	1	0.645161	6	1.02916
ORAI1	6	1.40187	0	0	6	1.02916
ORM2	4	0.934579	2	1.29032	6	1.02916
OS9	4	0.934579	2	1.29032	6	1.02916
OTOG	5	1.16822	1	0.645161	6	1.02916
OTP	6	1.40187	0	0	6	1.02916
OTX1	5	1.16822	1	0.645161	6	1.02916
OXCT1	4	0.934579	2	1.29032	6	1.02916
P2RY1	3	0.700935	3	1.93548	6	1.02916
P2RY6	5	1.16822	1	0.645161	6	1.02916
PADI2	5	1.16822	1	0.645161	6	1.02916
PALM	6	1.40187	0	0	6	1.02916
PAN2	6	1.40187	0	0	6	1.02916
PANX1	6	1.40187	0	0	6	1.02916
PAPSS2	5	1.16822	1	0.645161	6	1.02916
PAQR8	6	1.40187	0	0	6	1.02916
PARP11	4	0.934579	2	1.29032	6	1.02916
PARP12	5	1.16822	1	0.645161	6	1.02916
PAWR	3	0.700935	3	1.93548	6	1.02916
PAX8	6	1.40187	0	0	6	1.02916
PCBP2	4	0.934579	2	1.29032	6	1.02916
PCK2	5	1.16822	1	0.645161	6	1.02916
PCOLCE	6	1.40187	0	0	6	1.02916
PDCD7	4	0.934579	2	1.29032	6	1.02916
PDCL	5	1.16822	1	0.645161	6	1.02916
PDE12	5	1.16822	1	0.645161	6	1.02916
PDGFC	3	0.700935	3	1.93548	6	1.02916
PDIA4	5	1.16822	1	0.645161	6	1.02916
PDK4	4	0.934579	2	1.29032	6	1.02916
PDP2	4	0.934579	2	1.29032	6	1.02916
PEDS1	5	1.16822	1	0.645161	6	1.02916
PEG10	3	0.700935	3	1.93548	6	1.02916
PEX5	5	1.16822	1	0.645161	6	1.02916
PGAP3	4	0.934579	2	1.29032	6	1.02916
PGGHG	5	1.16822	1	0.645161	6	1.02916
PGK1	3	0.700935	3	1.93548	6	1.02916
PHKG1	6	1.40187	0	0	6	1.02916
PHKG2	5	1.16822	1	0.645161	6	1.02916
PHYKPL	6	1.40187	0	0	6	1.02916
PI16	5	1.16822	1	0.645161	6	1.02916
PI4K2B	4	0.934579	2	1.29032	6	1.02916
PIF1	5	1.16822	1	0.645161	6	1.02916
PIGN	4	0.934579	2	1.29032	6	1.02916
PIGQ	5	1.16822	1	0.645161	6	1.02916
PIH1D2	4	0.934579	2	1.29032	6	1.02916
PIM2	6	1.40187	0	0	6	1.02916
PISD	4	0.934579	2	1.29032	6	1.02916
PKMYT1	6	1.40187	0	0	6	1.02916
PLBD2	4	0.934579	2	1.29032	6	1.02916
PLCXD2	2	0.46729	4	2.58065	6	1.02916
PLEKHA1	5	1.16822	1	0.645161	6	1.02916
PLEKHF2	4	0.934579	2	1.29032	6	1.02916
PLEKHG7	4	0.934579	2	1.29032	6	1.02916
PLIN1	3	0.700935	3	1.93548	6	1.02916
PLIN3	5	1.16822	1	0.645161	6	1.02916
PLSCR1	6	1.40187	0	0	6	1.02916
PM20D2	5	1.16822	1	0.645161	6	1.02916
PNCK	4	0.934579	2	1.29032	6	1.02916
PNMA5	5	1.16822	1	0.645161	6	1.02916
PNO1	5	1.16822	1	0.645161	6	1.02916
PNOC	5	1.16822	1	0.645161	6	1.02916
PNP	5	1.16822	1	0.645161	6	1.02916
PNPLA1	5	1.16822	1	0.645161	6	1.02916
POC1B-GALNT4	4	0.934579	2	1.29032	6	1.02916
POC5	3	0.700935	3	1.93548	6	1.02916
PODXL2	5	1.16822	1	0.645161	6	1.02916
POGLUT3	4	0.934579	2	1.29032	6	1.02916
POLG2	6	1.40187	0	0	6	1.02916
POLR1G	5	1.16822	1	0.645161	6	1.02916
POLR2F	6	1.40187	0	0	6	1.02916
POLR3D	6	1.40187	0	0	6	1.02916
POPDC3	3	0.700935	3	1.93548	6	1.02916
PORCN	6	1.40187	0	0	6	1.02916
POTEM	4	0.934579	2	1.29032	6	1.02916
POU3F2	5	1.16822	1	0.645161	6	1.02916
POU5F1	5	1.16822	1	0.645161	6	1.02916
PPM1B	4	0.934579	2	1.29032	6	1.02916
PPM1K	4	0.934579	2	1.29032	6	1.02916
PPM1N	6	1.40187	0	0	6	1.02916
PPOX	6	1.40187	0	0	6	1.02916
PPP1CB	4	0.934579	2	1.29032	6	1.02916
PPP1R17	3	0.700935	3	1.93548	6	1.02916
PPP1R7	4	0.934579	2	1.29032	6	1.02916
PPP2R2D	5	1.16822	1	0.645161	6	1.02916
PPP3CC	4	0.934579	2	1.29032	6	1.02916
PPP3R1	3	0.700935	3	1.93548	6	1.02916
PPT2	5	1.16822	1	0.645161	6	1.02916
PRB4	5	1.16822	1	0.645161	6	1.02916
PREB	5	1.16822	1	0.645161	6	1.02916
PRIM1	6	1.40187	0	0	6	1.02916
PRKAG3	4	0.934579	2	1.29032	6	1.02916
PRKAR1B	5	1.16822	1	0.645161	6	1.02916
PRKAR2B	4	0.934579	2	1.29032	6	1.02916
PRKCE	6	1.40187	0	0	6	1.02916
PRMT6	4	0.934579	2	1.29032	6	1.02916
PROCR	5	1.16822	1	0.645161	6	1.02916
PROSER2	5	1.16822	1	0.645161	6	1.02916
PROX2	5	1.16822	1	0.645161	6	1.02916
PROZ	5	1.16822	1	0.645161	6	1.02916
PRPF4	6	1.40187	0	0	6	1.02916
PRPS1L1	5	1.16822	1	0.645161	6	1.02916
PRR19	5	1.16822	1	0.645161	6	1.02916
PRR30	5	1.16822	1	0.645161	6	1.02916
PRR35	6	1.40187	0	0	6	1.02916
PRR5-ARHGAP8	4	0.934579	2	1.29032	6	1.02916
PRR5L	5	1.16822	1	0.645161	6	1.02916
