Gene	COAD_cases	COAD_percent	READ_cases	READ_percent
APC	307	75.99009900990099	125	90.57971014492753
TP53	234	57.92079207920792	111	80.43478260869566
KRAS	183	45.2970297029703	63	45.65217391304348
PIK3CA	127	31.435643564356436	22	15.942028985507246
FBXW7	71	17.574257425742573	26	18.840579710144926
SMAD4	47	11.633663366336634	23	16.666666666666668
BRAF	62	15.346534653465346	5	3.6231884057971016
NRAS	21	5.198019801980198	15	10.869565217391305
