ALK	33	5.66%
ARHGAP21	33	5.66%
ASTN2	33	5.66%
CACNA2D3	33	5.66%
CCDC73	33	5.66%
CDH18	33	5.66%
CHD5	33	5.66%
DAAM2	33	5.66%
ENAM	33	5.66%
EP300	33	5.66%
FER1L6	33	5.66%
FILIP1	33	5.66%
FLRT2	33	5.66%
FRMPD1	33	5.66%
GABRA5	33	5.66%
GRM5	33	5.66%
HELZ2	33	5.66%
HSPG2	33	5.66%
ICE1	33	5.66%
IRS4	33	5.66%
KIAA1217	33	5.66%
LAMA4	33	5.66%
LARP4B	33	5.66%
MTUS2	33	5.66%
MYH11	33	5.66%
MYH13	33	5.66%
MYO7A	33	5.66%
NSD1	33	5.66%
NUGGC	33	5.66%
PCDHA6	33	5.66%
SHANK1	33	5.66%
SIPA1L1	33	5.66%
SLC4A3	33	5.66%
SLIT1	33	5.66%
SPTBN1	33	5.66%
STAB2	33	5.66%
SYCP2	33	5.66%
TCF20	33	5.66%
TULP4	33	5.66%
VPS13D	33	5.66%
ZNF518A	33	5.66%
ZNF804A	33	5.66%
ABCA2	32	5.49%
ATG2B	32	5.49%
AXIN2	32	5.49%
BRINP3	32	5.49%
CACNA1G	32	5.49%
CALD1	32	5.49%
CDH12	32	5.49%
CDH2	32	5.49%
CFH	32	5.49%
COL4A4	32	5.49%
DCLK1	32	5.49%
DPP10	32	5.49%
FASN	32	5.49%
FLNB	32	5.49%
FLT4	32	5.49%
FSTL5	32	5.49%
GRIA1	32	5.49%
GRIK3	32	5.49%
HECW2	32	5.49%
KIF1A	32	5.49%
NBEAL2	32	5.49%
NCOR1	32	5.49%
NRK	32	5.49%
PCDHA11	32	5.49%
PCDHB2	32	5.49%
PHIP	32	5.49%
PLXNB3	32	5.49%
SETD2	32	5.49%
SMARCAD1	32	5.49%
SPTBN2	32	5.49%
TNN	32	5.49%
TRHDE	32	5.49%
TSHZ2	32	5.49%
ZAN	32	5.49%
ZC3H18	32	5.49%
ZFYVE26	32	5.49%
ZNF521	32	5.49%
ABCC1	31	5.32%
ARID1B	31	5.32%
ATG2A	31	5.32%
C3	31	5.32%
CACNA1D	31	5.32%
CHD3	31	5.32%
CHL1	31	5.32%
CIC	31	5.32%
COL18A1	31	5.32%
COL4A5	31	5.32%
DENND4B	31	5.32%
DLGAP2	31	5.32%
DOCK10	31	5.32%
DOCK4	31	5.32%
KATNIP	31	5.32%
KDR	31	5.32%
LTBP2	31	5.32%
MIA3	31	5.32%
MRC1	31	5.32%
MTCL1	31	5.32%
MYLK	31	5.32%
NBAS	31	5.32%
NCAM2	31	5.32%
PCDHA3	31	5.32%
PCDHA5	31	5.32%
PCDHA9	31	5.32%
PCDHGA8	31	5.32%
PIK3R1	31	5.32%
PPFIA2	31	5.32%
PTPN14	31	5.32%
PTPRU	31	5.32%
RGS22	31	5.32%
