Gene	COAD_cases	COAD_percent	READ_cases	READ_percent
GALNTL5	13	3.03738	4	2.58065
GALNTL6	13	3.03738	4	2.58065
GARNL3	13	3.03738	2	1.29032
GATAD2A	13	3.03738	1	0.645161
GBE1	13	3.03738	3	1.93548
GDF2	13	3.03738	0	0
GFPT2	13	3.03738	2	1.29032
GJA10	13	3.03738	4	2.58065
GPC5	13	3.03738	2	1.29032
GPC6	13	3.03738	2	1.29032
GPLD1	13	3.03738	4	2.58065
GPR162	13	3.03738	1	0.645161
GRIN2C	13	3.03738	0	0
GTF2IRD2	13	3.03738	2	1.29032
GTF3C2	13	3.03738	2	1.29032
GZF1	13	3.03738	0	0
HDGFL2	13	3.03738	1	0.645161
HERC5	13	3.03738	4	2.58065
HIC2	13	3.03738	0	0
HIPK1	13	3.03738	2	1.29032
HNRNPDL	13	3.03738	1	0.645161
HRC	13	3.03738	1	0.645161
HTR1E	13	3.03738	3	1.93548
IDE	13	3.03738	3	1.93548
IGDCC3	13	3.03738	3	1.93548
IL21R	13	3.03738	5	3.22581
INO80	13	3.03738	1	0.645161
INPP5F	13	3.03738	3	1.93548
INTS7	13	3.03738	3	1.93548
INTS8	13	3.03738	2	1.29032
IQCE	13	3.03738	2	1.29032
IQCN	13	3.03738	2	1.29032
IQGAP1	13	3.03738	2	1.29032
ISL1	13	3.03738	2	1.29032
ITGA1	13	3.03738	1	0.645161
ITGA3	13	3.03738	4	2.58065
ITGAE	13	3.03738	2	1.29032
ITGB1	13	3.03738	1	0.645161
ITGB6	13	3.03738	3	1.93548
JMJD7-PLA2G4B	13	3.03738	1	0.645161
KANK2	13	3.03738	1	0.645161
KCNC2	13	3.03738	4	2.58065
KCNH6	13	3.03738	2	1.29032
KCNQ1	13	3.03738	0	0
KCNQ4	13	3.03738	0	0
KCNT1	13	3.03738	4	2.58065
KDM5C	13	3.03738	2	1.29032
KEL	13	3.03738	4	2.58065
KIAA1586	13	3.03738	3	1.93548
KIF3A	13	3.03738	3	1.93548
KIF5C	13	3.03738	5	3.22581
KLC2	13	3.03738	0	0
KLF3	13	3.03738	0	0
KLHL25	13	3.03738	0	0
KLHL42	13	3.03738	4	2.58065
KLHL9	13	3.03738	4	2.58065
KRT31	13	3.03738	1	0.645161
KRT34	13	3.03738	1	0.645161
KRT4	13	3.03738	0	0
KRT73	13	3.03738	4	2.58065
KRT85	13	3.03738	3	1.93548
L1TD1	13	3.03738	3	1.93548
LARP1	13	3.03738	6	3.87097
LARP4	13	3.03738	3	1.93548
LATS2	13	3.03738	3	1.93548
LIG1	13	3.03738	1	0.645161
LIMA1	13	3.03738	3	1.93548
LMBRD1	13	3.03738	3	1.93548
LPIN3	13	3.03738	1	0.645161
LRRC37A2	13	3.03738	4	2.58065
LZTS2	13	3.03738	0	0
MAF	13	3.03738	0	0
MAG	13	3.03738	3	1.93548
MAP3K11	13	3.03738	3	1.93548
MAP7	13	3.03738	5	3.22581
MARVELD2	13	3.03738	3	1.93548
MCM10	13	3.03738	3	1.93548
MCM7	13	3.03738	2	1.29032
MCOLN1	13	3.03738	1	0.645161
ME1	13	3.03738	4	2.58065
MED23	13	3.03738	3	1.93548
MED25	13	3.03738	1	0.645161
MICALL2	13	3.03738	0	0
MOGS	13	3.03738	4	2.58065
MOS	13	3.03738	6	3.87097
MOV10	13	3.03738	1	0.645161
MTA1	13	3.03738	0	0
MTDH	13	3.03738	2	1.29032
MTUS1	13	3.03738	3	1.93548
MX1	13	3.03738	0	0
MYBL1	13	3.03738	3	1.93548
MYBPC2	13	3.03738	2	1.29032
MYCBPAP	13	3.03738	2	1.29032
NAP1L2	13	3.03738	2	1.29032
NEUROD4	13	3.03738	2	1.29032
NFATC3	13	3.03738	0	0
NFXL1	13	3.03738	1	0.645161
NKAPL	13	3.03738	3	1.93548
NLGN1	13	3.03738	5	3.22581
NLRP10	13	3.03738	2	1.29032
NLRX1	13	3.03738	5	3.22581
NOBOX	13	3.03738	1	0.645161
NPHP3	13	3.03738	1	0.645161
NR3C2	13	3.03738	5	3.22581
NUTM1	13	3.03738	4	2.58065
NYAP1	13	3.03738	4	2.58065
OLFM1	13	3.03738	4	2.58065
OLFML2A	13	3.03738	0	0
OPTN	13	3.03738	2	1.29032
OR2T12	13	3.03738	1	0.645161
OR4A15	13	3.03738	3	1.93548
OR5D14	13	3.03738	1	0.645161
OR5R1	13	3.03738	2	1.29032
OSBPL1A	13	3.03738	1	0.645161
OSBPL5	13	3.03738	0	0
OSBPL7	13	3.03738	2	1.29032
OTOL1	13	3.03738	3	1.93548
OTOP2	13	3.03738	1	0.645161
PABPC3	13	3.03738	4	2.58065
PABPC4	13	3.03738	2	1.29032
PABPC5	13	3.03738	6	3.87097
PACS2	13	3.03738	0	0
PARP1	13	3.03738	1	0.645161
PCDHGA9	13	3.03738	4	2.58065
PCDHGC3	13	3.03738	2	1.29032
PCDHGC4	13	3.03738	3	1.93548
PDE2A	13	3.03738	1	0.645161
PDE4A	13	3.03738	0	0
PDE9A	13	3.03738	2	1.29032
PDYN	13	3.03738	3	1.93548
PDZD8	13	3.03738	4	2.58065
PDZRN3	13	3.03738	3	1.93548
PER1	13	3.03738	1	0.645161
PHACTR2	13	3.03738	2	1.29032
PHEX	13	3.03738	2	1.29032
PHKB	13	3.03738	4	2.58065
PHTF1	13	3.03738	2	1.29032
PKLR	13	3.03738	1	0.645161
PLCL1	13	3.03738	6	3.87097
PLEKHA7	13	3.03738	2	1.29032
PLEKHG6	13	3.03738	0	0
PNLDC1	13	3.03738	6	3.87097
PNPLA5	13	3.03738	3	1.93548
PNPLA6	13	3.03738	2	1.29032
PNPLA7	13	3.03738	2	1.29032
POGK	13	3.03738	2	1.29032
POU6F2	13	3.03738	1	0.645161
PPP1R16B	13	3.03738	3	1.93548
PPP2R1A	13	3.03738	1	0.645161
PPP2R2C	13	3.03738	3	1.93548
PRKAA2	13	3.03738	3	1.93548
PRKCH	13	3.03738	3	1.93548
PROX1	13	3.03738	3	1.93548
PRR14	13	3.03738	0	0
PTPN12	13	3.03738	4	2.58065
PUM1	13	3.03738	9	5.80645
RAI14	13	3.03738	5	3.22581
RANBP17	13	3.03738	4	2.58065
RASEF	13	3.03738	5	3.22581
RAVER1	13	3.03738	0	0
RBBP7	13	3.03738	3	1.93548
RBM15B	13	3.03738	1	0.645161
RBM19	13	3.03738	1	0.645161
RDX	13	3.03738	3	1.93548
RECQL5	13	3.03738	3	1.93548
RIN2	13	3.03738	2	1.29032
RMC1	13	3.03738	0	0
RNF216	13	3.03738	4	2.58065
ROR1	13	3.03738	6	3.87097
RPS6KA6	13	3.03738	2	1.29032
RTEL1	13	3.03738	3	1.93548
RTL3	13	3.03738	2	1.29032
RXRG	13	3.03738	3	1.93548
SARDH	13	3.03738	1	0.645161
SATB2	13	3.03738	3	1.93548
SCARA5	13	3.03738	3	1.93548
SCUBE2	13	3.03738	2	1.29032
SEC24B	13	3.03738	5	3.22581
SEC24D	13	3.03738	1	0.645161
SECISBP2L	13	3.03738	3	1.93548
SEMA3E	13	3.03738	6	3.87097
SEMA3G	13	3.03738	3	1.93548
SEMA4G	13	3.03738	2	1.29032
SEMA6D	13	3.03738	4	2.58065
SERPINE3	13	3.03738	2	1.29032
SEZ6L2	13	3.03738	5	3.22581
SH3TC2	13	3.03738	1	0.645161
SHC1	13	3.03738	1	0.645161
SHOX	13	3.03738	3	1.93548
SIN3B	13	3.03738	2	1.29032
SLC11A1	13	3.03738	2	1.29032
SLC12A3	13	3.03738	3	1.93548
SLC25A12	13	3.03738	2	1.29032
SLC34A2	13	3.03738	3	1.93548
SLC35F3	13	3.03738	0	0
SLC4A8	13	3.03738	3	1.93548
SLC7A2	13	3.03738	0	0
SLC9A9	13	3.03738	3	1.93548
SLCO4C1	13	3.03738	3	1.93548
SLFN11	13	3.03738	5	3.22581
SLK	13	3.03738	3	1.93548
SMG6	13	3.03738	3	1.93548
SOCS5	13	3.03738	4	2.58065
SOGA1	13	3.03738	5	3.22581
SPARCL1	13	3.03738	0	0
SRRT	13	3.03738	1	0.645161
SSTR4	13	3.03738	3	1.93548
ST8SIA6	13	3.03738	5	3.22581
STAC	13	3.03738	2	1.29032
STK10	13	3.03738	2	1.29032
STOX1	13	3.03738	3	1.93548
SYNE3	13	3.03738	4	2.58065
SYNJ1	13	3.03738	4	2.58065
SYT16	13	3.03738	5	3.22581
SYVN1	13	3.03738	1	0.645161
TAF2	13	3.03738	4	2.58065
TAF4	13	3.03738	7	4.51613
TARBP2	13	3.03738	2	1.29032
TBC1D1	13	3.03738	1	0.645161
TBC1D22A	13	3.03738	3	1.93548
TBX4	13	3.03738	2	1.29032
TCF12	13	3.03738	3	1.93548
TDRD5	13	3.03738	5	3.22581
TFIP11	13	3.03738	1	0.645161
TGFBR1	13	3.03738	4	2.58065
TGM2	13	3.03738	3	1.93548
TGM6	13	3.03738	1	0.645161
THAP12	13	3.03738	3	1.93548
THRB	13	3.03738	1	0.645161
TLR3	13	3.03738	4	2.58065
TMC3	13	3.03738	4	2.58065
TMEM200A	13	3.03738	2	1.29032
TMTC3	13	3.03738	2	1.29032
TNPO2	13	3.03738	1	0.645161
TOX4	13	3.03738	2	1.29032
TP53BP2	13	3.03738	2	1.29032
TPTE2	13	3.03738	7	4.51613
TRAM1L1	13	3.03738	1	0.645161
TRIM51	13	3.03738	1	0.645161
TRIM60	13	3.03738	2	1.29032
TTBK2	13	3.03738	1	0.645161
TTC14	13	3.03738	2	1.29032
TTC17	13	3.03738	2	1.29032
TTI1	13	3.03738	3	1.93548
TTLL12	13	3.03738	2	1.29032
TTLL4	13	3.03738	1	0.645161
TTYH1	13	3.03738	4	2.58065
TUSC3	13	3.03738	4	2.58065
UACA	13	3.03738	6	3.87097
UBQLN2	13	3.03738	3	1.93548
UBR3	13	3.03738	4	2.58065
UGT2B15	13	3.03738	2	1.29032
UGT8	13	3.03738	2	1.29032
UHRF2	13	3.03738	1	0.645161
ULK4	13	3.03738	6	3.87097
UNC5A	13	3.03738	4	2.58065
USP3	13	3.03738	1	0.645161
USP8	13	3.03738	2	1.29032
VCPIP1	13	3.03738	3	1.93548
VILL	13	3.03738	1	0.645161
WDR59	13	3.03738	0	0
WDR6	13	3.03738	3	1.93548
WNT1	13	3.03738	0	0
WNT5A	13	3.03738	0	0
WWC1	13	3.03738	4	2.58065
XKR3	13	3.03738	3	1.93548
XRCC5	13	3.03738	5	3.22581
YEATS2	13	3.03738	3	1.93548
ZBED1	13	3.03738	3	1.93548
ZBTB38	13	3.03738	0	0
ZFYVE9	13	3.03738	3	1.93548
ZNF174	13	3.03738	1	0.645161
ZNF256	13	3.03738	2	1.29032
ZNF326	13	3.03738	2	1.29032
ZNF365	13	3.03738	2	1.29032
ZNF431	13	3.03738	2	1.29032
ZNF445	13	3.03738	3	1.93548
ZNF45	13	3.03738	1	0.645161
ZNF454	13	3.03738	4	2.58065
ZNF492	13	3.03738	4	2.58065
ZNF528	13	3.03738	6	3.87097
ZNF546	13	3.03738	6	3.87097
ZNF567	13	3.03738	2	1.29032
ZNF568	13	3.03738	5	3.22581
ZNF569	13	3.03738	4	2.58065
ZNF574	13	3.03738	2	1.29032
ZNF578	13	3.03738	5	3.22581
ZNF667	13	3.03738	4	2.58065
ZNF761	13	3.03738	3	1.93548
ABCC2	12	2.80374	8	5.16129
ABCC6	12	2.80374	3	1.93548
ABCD2	12	2.80374	5	3.22581
ABCG2	12	2.80374	4	2.58065
ABCG4	12	2.80374	2	1.29032
ABTB1	12	2.80374	0	0
ACLY	12	2.80374	1	0.645161
ACP7	12	2.80374	2	1.29032
ACSM1	12	2.80374	3	1.93548
ACTN1	12	2.80374	6	3.87097
ACTN4	12	2.80374	1	0.645161
ADAMTS14	12	2.80374	6	3.87097
ADAMTS19	12	2.80374	3	1.93548
ADAMTS8	12	2.80374	3	1.93548
ADD2	12	2.80374	2	1.29032
ADGRA2	12	2.80374	3	1.93548
ADGRG3	12	2.80374	0	0
AGAP2	12	2.80374	4	2.58065
AKAP3	12	2.80374	3	1.93548
AKAP4	12	2.80374	4	2.58065
AKAP7	12	2.80374	3	1.93548
AKT1	12	2.80374	0	0
ALDH1A2	12	2.80374	2	1.29032
ALX4	12	2.80374	2	1.29032
AMOT	12	2.80374	1	0.645161
ANGPTL2	12	2.80374	1	0.645161
ANKRD13A	12	2.80374	1	0.645161
ANKS1A	12	2.80374	4	2.58065
ANKS6	12	2.80374	3	1.93548
ANO6	12	2.80374	2	1.29032
ANO8	12	2.80374	0	0
AOC1	12	2.80374	0	0
AP2A1	12	2.80374	1	0.645161
ARHGAP24	12	2.80374	2	1.29032
ARHGAP27	12	2.80374	3	1.93548
ARHGAP4	12	2.80374	1	0.645161
ARHGAP45	12	2.80374	0	0
ARHGEF25	12	2.80374	0	0
ARNTL	12	2.80374	3	1.93548
ASIC5	12	2.80374	3	1.93548
ATIC	12	2.80374	0	0
ATL1	12	2.80374	2	1.29032
ATP13A2	12	2.80374	2	1.29032
ATP7B	12	2.80374	2	1.29032
ATXN1	12	2.80374	3	1.93548
ATXN2	12	2.80374	2	1.29032
AXIN1	12	2.80374	2	1.29032
BAIAP2L1	12	2.80374	2	1.29032
BANP	12	2.80374	2	1.29032
BAZ1B	12	2.80374	5	3.22581
BBS2	12	2.80374	3	1.93548
BBS9	12	2.80374	3	1.93548
BBX	12	2.80374	1	0.645161
BCL6	12	2.80374	3	1.93548
BMP10	12	2.80374	3	1.93548
BMS1	12	2.80374	5	3.22581
BPIFB1	12	2.80374	0	0
BPIFB6	12	2.80374	1	0.645161
BRD8	12	2.80374	3	1.93548
BRF1	12	2.80374	2	1.29032
C14orf39	12	2.80374	5	3.22581
CACNA2D2	12	2.80374	0	0
CAMK1D	12	2.80374	2	1.29032
CATSPER1	12	2.80374	5	3.22581
CBFA2T3	12	2.80374	2	1.29032
CC2D1B	12	2.80374	1	0.645161
CCDC62	12	2.80374	0	0
CCDC85A	12	2.80374	3	1.93548
CCDC87	12	2.80374	2	1.29032
CCDC92	12	2.80374	1	0.645161
CCP110	12	2.80374	3	1.93548
CCPG1	12	2.80374	4	2.58065
CDH20	12	2.80374	2	1.29032
CDK13	12	2.80374	3	1.93548
CDYL2	12	2.80374	5	3.22581
CEMIP2	12	2.80374	4	2.58065
CEP104	12	2.80374	5	3.22581
CES3	12	2.80374	1	0.645161
CFAP46	12	2.80374	6	3.87097
CHRNA4	12	2.80374	2	1.29032
CHST1	12	2.80374	1	0.645161
CLCA2	12	2.80374	3	1.93548
CLCN1	12	2.80374	3	1.93548
CLCN3	12	2.80374	4	2.58065
CNGA1	12	2.80374	4	2.58065
COL4A3	12	2.80374	3	1.93548
COL6A5	12	2.80374	4	2.58065
COL9A2	12	2.80374	0	0
COLGALT1	12	2.80374	1	0.645161
COPB1	12	2.80374	5	3.22581
CORO7	12	2.80374	2	1.29032
CRACDL	12	2.80374	0	0
CRAT	12	2.80374	1	0.645161
CSF2RB	12	2.80374	1	0.645161
CUL3	12	2.80374	0	0
CUL5	12	2.80374	4	2.58065
CYLD	12	2.80374	5	3.22581
CYP1B1	12	2.80374	2	1.29032
CYP4Z1	12	2.80374	5	3.22581
DAAM1	12	2.80374	3	1.93548
DARS2	12	2.80374	2	1.29032
DBF4B	12	2.80374	0	0
DCAF4L1	12	2.80374	0	0
DDX18	12	2.80374	2	1.29032
DDX31	12	2.80374	3	1.93548
DDX50	12	2.80374	2	1.29032
DENND4C	12	2.80374	4	2.58065
DGCR2	12	2.80374	1	0.645161
DGKA	12	2.80374	1	0.645161
DNA2	12	2.80374	0	0
DNAI1	12	2.80374	6	3.87097
DNAJC10	12	2.80374	2	1.29032
DNTTIP2	12	2.80374	1	0.645161
DPP4	12	2.80374	0	0
DSG1	12	2.80374	3	1.93548
DSG3	12	2.80374	2	1.29032
DSG4	12	2.80374	3	1.93548
DTNA	12	2.80374	5	3.22581
DUSP16	12	2.80374	2	1.29032
DZIP3	12	2.80374	6	3.87097
ECE1	12	2.80374	2	1.29032
ECT2	12	2.80374	2	1.29032
EEF2K	12	2.80374	2	1.29032
EFHC2	12	2.80374	3	1.93548
EHMT2	12	2.80374	6	3.87097
ELAPOR1	12	2.80374	2	1.29032
ELAVL4	12	2.80374	1	0.645161
ELL	12	2.80374	3	1.93548
ENOX2	12	2.80374	1	0.645161
ENPEP	12	2.80374	3	1.93548
EPB41	12	2.80374	1	0.645161
ERCC4	12	2.80374	3	1.93548
ERCC6L2	12	2.80374	5	3.22581
ESPNL	12	2.80374	4	2.58065
ESYT2	12	2.80374	1	0.645161
ETAA1	12	2.80374	4	2.58065
ETNPPL	12	2.80374	2	1.29032
FAHD2B	12	2.80374	0	0
FAM114A1	12	2.80374	4	2.58065
FAM13A	12	2.80374	3	1.93548
FAM171B	12	2.80374	4	2.58065
FAM78B	12	2.80374	1	0.645161
FANCI	12	2.80374	3	1.93548
FARP1	12	2.80374	6	3.87097
FARP2	12	2.80374	1	0.645161
FBXO34	12	2.80374	5	3.22581
FBXO38	12	2.80374	2	1.29032
FBXO40	12	2.80374	4	2.58065
FIG4	12	2.80374	1	0.645161
FSCB	12	2.80374	5	3.22581
FUBP3	12	2.80374	1	0.645161
FXR2	12	2.80374	2	1.29032
FZD3	12	2.80374	2	1.29032
FZD7	12	2.80374	0	0
GAB4	12	2.80374	2	1.29032
GABRA2	12	2.80374	2	1.29032
GABRA6	12	2.80374	2	1.29032
GABRG2	12	2.80374	7	4.51613
GALNT14	12	2.80374	4	2.58065
GBA2	12	2.80374	1	0.645161
GBP6	12	2.80374	2	1.29032
GCNT4	12	2.80374	2	1.29032
GMPS	12	2.80374	3	1.93548
GNB4	12	2.80374	0	0
GOT1L1	12	2.80374	0	0
GPHN	12	2.80374	3	1.93548
GPR101	12	2.80374	4	2.58065
GPR139	12	2.80374	3	1.93548
GPR156	12	2.80374	4	2.58065
GPR50	12	2.80374	2	1.29032
GPRASP2	12	2.80374	4	2.58065
GRIPAP1	12	2.80374	3	1.93548
GRM4	12	2.80374	3	1.93548
GTDC1	12	2.80374	3	1.93548
GTF3C3	12	2.80374	4	2.58065
GUCY2D	12	2.80374	2	1.29032
HAPLN1	12	2.80374	3	1.93548
HAUS6	12	2.80374	3	1.93548
HECTD2	12	2.80374	4	2.58065
HHIPL2	12	2.80374	0	0
HLX	12	2.80374	2	1.29032
HRH2	12	2.80374	2	1.29032
HS6ST3	12	2.80374	0	0
HSP90B1	12	2.80374	3	1.93548
HTR1B	12	2.80374	2	1.29032
IFT88	12	2.80374	3	1.93548
IL12RB2	12	2.80374	3	1.93548
IL6ST	12	2.80374	3	1.93548
INPP4B	12	2.80374	3	1.93548
INTS5	12	2.80374	4	2.58065
IPO9	12	2.80374	1	0.645161
IQUB	12	2.80374	3	1.93548
ITGB3	12	2.80374	3	1.93548
ITPRID1	12	2.80374	4	2.58065
JAK2	12	2.80374	4	2.58065
JAK3	12	2.80374	2	1.29032
JAKMIP3	12	2.80374	5	3.22581
KAT2B	12	2.80374	3	1.93548
KCNA6	12	2.80374	3	1.93548
KCND1	12	2.80374	1	0.645161
KCNG2	12	2.80374	2	1.29032
KCNH2	12	2.80374	7	4.51613
KCNV1	12	2.80374	2	1.29032
KHSRP	12	2.80374	2	1.29032
KIAA0408	12	2.80374	4	2.58065
KIAA1522	12	2.80374	4	2.58065
KIF18A	12	2.80374	3	1.93548
KIF18B	12	2.80374	1	0.645161
KIF1C	12	2.80374	0	0
KIF24	12	2.80374	2	1.29032
KIF6	12	2.80374	1	0.645161
KLHL14	12	2.80374	1	0.645161
KLHL40	12	2.80374	1	0.645161
KNOP1	12	2.80374	0	0
KRT71	12	2.80374	0	0
KRT75	12	2.80374	0	0
L1CAM	12	2.80374	3	1.93548
L3MBTL3	12	2.80374	3	1.93548
L3MBTL4	12	2.80374	3	1.93548
LAMB3	12	2.80374	4	2.58065
LAMC2	12	2.80374	3	1.93548
LCA5	12	2.80374	4	2.58065
LEMD3	12	2.80374	2	1.29032
LEO1	12	2.80374	4	2.58065
LETM1	12	2.80374	0	0
LIMCH1	12	2.80374	2	1.29032
LMBRD2	12	2.80374	2	1.29032
LMTK2	12	2.80374	3	1.93548
LONRF1	12	2.80374	2	1.29032
LRIG3	12	2.80374	7	4.51613
LRPPRC	12	2.80374	3	1.93548
LRRC17	12	2.80374	3	1.93548
LRRC31	12	2.80374	4	2.58065
LRRC36	12	2.80374	1	0.645161
LRRC4C	12	2.80374	8	5.16129
LSR	12	2.80374	4	2.58065
LZTS1	12	2.80374	2	1.29032
MAB21L2	12	2.80374	0	0
MAN1A1	12	2.80374	2	1.29032
MAP3K14	12	2.80374	1	0.645161
MAP3K19	12	2.80374	3	1.93548
MAPK8IP1	12	2.80374	2	1.29032
MAPT	12	2.80374	3	1.93548
MARCO	12	2.80374	2	1.29032
MARK3	12	2.80374	3	1.93548
MBTPS1	12	2.80374	2	1.29032
MCM6	12	2.80374	3	1.93548
MCOLN3	12	2.80374	3	1.93548
MCPH1	12	2.80374	4	2.58065
MCTP2	12	2.80374	4	2.58065
MEF2C	12	2.80374	2	1.29032
MEIS2	12	2.80374	6	3.87097
MFGE8	12	2.80374	2	1.29032
MICAL1	12	2.80374	1	0.645161
MINDY4	12	2.80374	2	1.29032
MLLT10	12	2.80374	4	2.58065
MMP13	12	2.80374	1	0.645161
MPHOSPH8	12	2.80374	1	0.645161
MPP2	12	2.80374	3	1.93548
MPP4	12	2.80374	2	1.29032
MROH7	12	2.80374	2	1.29032
MTF2	12	2.80374	4	2.58065
MTHFD1L	12	2.80374	4	2.58065
MTMR6	12	2.80374	1	0.645161
MTO1	12	2.80374	0	0
MTR	12	2.80374	3	1.93548
MYBPC1	12	2.80374	4	2.58065
MYBPH	12	2.80374	1	0.645161
MYEF2	12	2.80374	2	1.29032
MYO19	12	2.80374	2	1.29032
MYO5B	12	2.80374	3	1.93548
MYO6	12	2.80374	6	3.87097
MYORG	12	2.80374	3	1.93548
N4BP1	12	2.80374	3	1.93548
NCKAP1	12	2.80374	4	2.58065
NDST2	12	2.80374	2	1.29032
NEK4	12	2.80374	2	1.29032
NEK5	12	2.80374	5	3.22581
NIBAN1	12	2.80374	3	1.93548
NIBAN2	12	2.80374	0	0
NLRP12	12	2.80374	5	3.22581
NOX4	12	2.80374	3	1.93548
NPBWR1	12	2.80374	3	1.93548
NPR1	12	2.80374	6	3.87097
NPTX2	12	2.80374	1	0.645161
NPY2R	12	2.80374	1	0.645161
NRBP1	12	2.80374	0	0
NRDE2	12	2.80374	2	1.29032
NRP2	12	2.80374	3	1.93548
NRROS	12	2.80374	2	1.29032
NSUN2	12	2.80374	3	1.93548
NTN4	12	2.80374	4	2.58065
NUP107	12	2.80374	3	1.93548
NUP153	12	2.80374	3	1.93548
ODF2L	12	2.80374	2	1.29032
OR2L3	12	2.80374	4	2.58065
OR4A5	12	2.80374	5	3.22581
OR5D18	12	2.80374	3	1.93548
OR5I1	12	2.80374	2	1.29032
OR6C75	12	2.80374	2	1.29032
OR8H2	12	2.80374	2	1.29032
OTUD7A	12	2.80374	3	1.93548
OXR1	12	2.80374	3	1.93548
P2RY8	12	2.80374	1	0.645161
PALB2	12	2.80374	2	1.29032
PALM2AKAP2	12	2.80374	3	1.93548
PARP4	12	2.80374	2	1.29032
PASD1	12	2.80374	6	3.87097
PAX5	12	2.80374	2	1.29032
PCDHB11	12	2.80374	4	2.58065
PCOLCE2	12	2.80374	2	1.29032
PDE11A	12	2.80374	6	3.87097
PDE4D	12	2.80374	1	0.645161
PDILT	12	2.80374	4	2.58065
PGBD5	12	2.80374	1	0.645161
PHF14	12	2.80374	8	5.16129
PIAS4	12	2.80374	0	0
PIK3CD	12	2.80374	1	0.645161
PIK3R5	12	2.80374	1	0.645161
PKD2L2	12	2.80374	3	1.93548
PKP3	12	2.80374	1	0.645161
PKP4	12	2.80374	1	0.645161
PLA2G4A	12	2.80374	4	2.58065
PLAT	12	2.80374	2	1.29032
PLB1	12	2.80374	6	3.87097
PLD2	12	2.80374	2	1.29032
PMS1	12	2.80374	2	1.29032
POLK	12	2.80374	2	1.29032
POU3F4	12	2.80374	3	1.93548
PPFIBP2	12	2.80374	5	3.22581
PPP1R10	12	2.80374	1	0.645161
PPP2R2B	12	2.80374	1	0.645161
PPP5C	12	2.80374	4	2.58065
PRAMEF20	12	2.80374	5	3.22581
PRICKLE2	12	2.80374	4	2.58065
PRKCI	12	2.80374	4	2.58065
PROM2	12	2.80374	2	1.29032
PRPF3	12	2.80374	1	0.645161
PTCH2	12	2.80374	5	3.22581
PTK7	12	2.80374	2	1.29032
PTOV1	12	2.80374	0	0
PTPN21	12	2.80374	3	1.93548
QRICH1	12	2.80374	1	0.645161
RABGAP1L	12	2.80374	5	3.22581
RADX	12	2.80374	3	1.93548
RANBP10	12	2.80374	0	0
RAPGEF4	12	2.80374	2	1.29032
RASA3	12	2.80374	2	1.29032
RASAL2	12	2.80374	3	1.93548
RB1	12	2.80374	4	2.58065
RBM26	12	2.80374	4	2.58065
RBPJL	12	2.80374	2	1.29032
RECK	12	2.80374	2	1.29032
REPS1	12	2.80374	3	1.93548
REXO5	12	2.80374	1	0.645161
RGL2	12	2.80374	2	1.29032
RGL3	12	2.80374	3	1.93548
RGS6	12	2.80374	1	0.645161
RHOBTB1	12	2.80374	3	1.93548
RING1	12	2.80374	3	1.93548
RIPK4	12	2.80374	1	0.645161
RIPOR1	12	2.80374	2	1.29032
RNASEL	12	2.80374	4	2.58065
RNF128	12	2.80374	2	1.29032
RNF31	12	2.80374	0	0
RPE65	12	2.80374	3	1.93548
RPH3A	12	2.80374	4	2.58065
RRP12	12	2.80374	0	0
RTL5	12	2.80374	2	1.29032
RUBCN	12	2.80374	2	1.29032
RUNX1	12	2.80374	3	1.93548
SATB1	12	2.80374	3	1.93548
SCG2	12	2.80374	5	3.22581
SEC14L1	12	2.80374	3	1.93548
SEC63	12	2.80374	2	1.29032
SELE	12	2.80374	2	1.29032
SEMA3F	12	2.80374	2	1.29032
SEMA4F	12	2.80374	4	2.58065
SEMA6B	12	2.80374	3	1.93548
SF1	12	2.80374	1	0.645161
SFI1	12	2.80374	3	1.93548
SH2D3C	12	2.80374	2	1.29032
SHLD2	12	2.80374	1	0.645161
SIMC1	12	2.80374	1	0.645161
SIPA1	12	2.80374	2	1.29032
SIX4	12	2.80374	4	2.58065
SKIV2L	12	2.80374	1	0.645161
SLC13A1	12	2.80374	3	1.93548
SLC15A1	12	2.80374	3	1.93548
SLC23A1	12	2.80374	1	0.645161
SLC26A9	12	2.80374	2	1.29032
SLC27A5	12	2.80374	4	2.58065
SLC2A14	12	2.80374	4	2.58065
SLC38A9	12	2.80374	1	0.645161
SLC45A4	12	2.80374	2	1.29032
SLC4A2	12	2.80374	4	2.58065
SLC6A1	12	2.80374	3	1.93548
SLC6A11	12	2.80374	3	1.93548
SLTM	12	2.80374	2	1.29032
SMARCAL1	12	2.80374	4	2.58065
SMG5	12	2.80374	2	1.29032
SMO	12	2.80374	2	1.29032
SNX2	12	2.80374	3	1.93548
SORBS1	12	2.80374	4	2.58065
SOX11	12	2.80374	1	0.645161
SOX7	12	2.80374	3	1.93548
SPATA17	12	2.80374	2	1.29032
SPATA5	12	2.80374	2	1.29032
SPECC1L	12	2.80374	0	0
SPG7	12	2.80374	0	0
SPTY2D1	12	2.80374	4	2.58065
SRPK1	12	2.80374	2	1.29032
SSH1	12	2.80374	4	2.58065
STARD13	12	2.80374	0	0
SUGP2	12	2.80374	2	1.29032
SUN2	12	2.80374	1	0.645161
SUSD5	12	2.80374	1	0.645161
SYN3	12	2.80374	1	0.645161
SYNM	12	2.80374	6	3.87097
TASOR	12	2.80374	3	1.93548
TAX1BP1	12	2.80374	2	1.29032
TBC1D10C	12	2.80374	1	0.645161
